,Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information,population
235,"Row house box for sale, 3 bedrooms, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 94.6 m², total area 111.9 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380843.html,"58.3259699572472,26.7942305061491",179000.0,4.0,3.0,111.9 m²,2.0,2022.0,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"near forest, roads in good condition roads",,,,26.0
236,"Maisonette for sale, Aasa tn 2, Maidla, Lüganuse vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 81 m², total area 81 m²",https://www.kv.ee/muua-pool-maja-krunt-elamumaa-15551-m2-maja-81-6-m-3345490.html,"59.3399685,27.0095004",52000.0,3.0,,81 m²,1.0,1983.0,,private property,15551 m²,Data from realestate book,Notify about incorrect advertisement,,"shower, urban water","õhksoojuspump, stove heating, fireplace",video cameras,"electric stove, kitchen furniture",44901:002:0075,,ready,,,,,"box-room, wall cupboard, terrace, electricity, dressing room, furnishing possibility, packet windows, parking free parking, public transport",207.0
237,"Maisonette for sale, 3 bedrooms, Kähriku tee 7, Uuesalu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 110 m²",https://www.kv.ee/maja-valmib-september-2022-hetkel-saab-siseviimist-3388328.html,"59.359512,24.823365",293000.0,4.0,3.0,110 m²,,2022.0,all brand-new,apartment ownership,505 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, separate rooms, high ceilings, water, box-room","sauna, bath, toilet room and bathroom separate, shower, urban water, sewerage","gas heating, gas","Internet, cable TV, neighbourhood watch",electric stove,,,,,,2/2,,,53.0
238,"Row house box for sale, 2 bedrooms, Timuti 13, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 83.5 m²",https://www.kv.ee/broneeritud-kinnisvaraturu-avalike-pakkumiste-sekk-3391055.html,"58.347946,26.703559",168500.0,3.0,2.0,83.5 m²,2.0,1972.0,sanitary renovation done,apartment ownership,,,,"open kitchen, basement, separate rooms, furnishing possibility, parking free parking, garage, roof tar paper roof","toilet room and bathroom separate, sauna, shower, sewerage",heated floors,neighbourhood watch,"gas stove, refridgerator, kitchen furniture",79509:014:0002,,,,,,,,3698.0
239,"Row house box for sale, 3 bedrooms, Suurtüki tn 4a, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 138 m², total area 138 m²",https://www.kv.ee/muugile-on-saabunud-vaga-hea-siseviimistlusega-tai-3360484.html,"59.441662,24.7446899",680000.0,5.0,3.0,138 m²,2.0,2000.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,"sauna, shower, toilet room and bathroom separate, urban water, sewerage, washing machine","gas heating, heated floors, conditioner, fireplace","Internet, cable TV, security system, steel door, fenced with garden","induktsioon pliit, refridgerator, kitchen furniture",,,ready,,"roads in good condition roads, in the city location, water body sea near",,,"electricity, furnishing possibility, parquet, wall cupboard, TV-set",18607.0
240,"Maisonette for sale, 3 bedrooms, Kose tee 90, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, house area 81 m², total area 105 m²",https://www.kv.ee/pirital-on-muugis-kodu-heade-voimalustega-tegemist-3147459.html,"59.4571431,24.8629978",210000.0,4.0,3.0,105 m²,,1936.0,satisfactory,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,"water boiler, shower, bath, urban water, sewerage, washing machine","electric heating, stove heating, õhksoojuspump, heated floors, combined heating, fireplace","Internet, cable TV, security system, steel door, fenced with garden","electric stove, kitchen 10 m², refridgerator, kitchen furniture",,,ready,,"neighbours next to neighbours, in the city location, surrounding buildings private houses, roads in good condition roads",1/1,,"electricity, dressing room, furnishing possibility, furniture, parquet, garage, parking free parking, public transport, box-room, wall cupboard, basement, terrace",296.0
241,"Maisonette for sale, 2 bedrooms, Põllu tee, Pärnamäe, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 78.8 m²",https://www.kv.ee/muua-heas-korras-avar-3toaline-korter-6korteriga-g-3322955.html,,,3.0,2.0,78.8 m²,,2005.0,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,"bath, shower, urban water, sewerage, washing machine","heated floors, gas heating","steel door, security system","electric stove, refridgerator, kitchen furniture",,,ready,,"near forest, roads in good condition roads",1/2,,"wall cupboard, terrace, packet windows, parquet, public transport, box-room",0.0
242,"Row house box for sale, 3 bedrooms, Pargi tee 2, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.2 m², total area 114.5 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380490.html,"58.3256658,26.7934275",184000.0,4.0,3.0,114.5 m²,2.0,2022.0,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,,26.0
243,"Maisonette for sale, Soosaare, Järtsaare, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 61.7 m²",https://www.kv.ee/nb-hinna-langus-20-15000-eurolt-12-000-eurole-oman-3369747.html,"58.5883333,25.865",12000.0,,,61.7 m²,2.0,1975.0,needs renovating,joint ownership,6055 m²,,,roof asbestos cement roof,,,,stove heated with firewood,32801:001:0011,Missing,,,,,,,0.0
244,"Maisonette for sale, 3 bedrooms, Loite tn 6, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 89 m²",https://www.kv.ee/hubane-majaosa-kassisabas-hoonekahekordne-puitkons-3361388.html,"59.432379,24.728875",208000.0,4.0,3.0,89 m²,2.0,1874.0,renovated,joint ownership,469 m²,Data from realestate book,Notify about incorrect advertisement,,"bath, water boiler, urban water, washing machine",electric heating,"Internet, phone, cable TV, security system",electric stove,,Missing,,,,,,"separate rooms, ventilation, high ceilings, water, street entrance, new electricity, electricity, roof tin roof",11506.0
245,"Row house box for sale, 3 bedrooms, Mäe tee 2, Liivamäe, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 118.7 m²",https://www.kv.ee/mae-tee-ridaelamud-on-vaike-arendus-mis-koosneb-vi-3386681.html,"59.4303508,24.9662391",235000.0,4.0,3.0,118.7 m²,1.0,2022.0,all brand-new,apartment ownership,2331 m²,,Notify about incorrect advertisement,"3*380V, parquet, ventilation, box-room, electricity, roof tar paper roof","shower, bath, urban water","õhksoojuspump, gas",Internet,,,,,,,,,,391.0
246,"Maisonette for sale, Ööbiku tn, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 77 m²",https://www.kv.ee/muua-kahekorruselise-maja-teine-korrus-maja-asub-v-3374707.html,"58.3577889,26.70883",139000.0,3.0,,,,1973.0,satisfactory,joint ownership,598 m²,,,"electricity, packet windows, parking free parking, public transport, box-room, TV-set, roof profiled roof","shower, water boiler, urban water, sewerage",gas heating,Internet,"ceramic shove, refridgerator",,-,ready,,"roads in good condition roads, neighbours around neighbours, surrounding buildings private houses",2/2,,,2064.0
247,"Row house box for sale, 3 bedrooms, Iirise tn 6, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 99.7 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375096.html,"58.355921,26.766155",179000.0,4.0,3.0,99.7 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,,44.0
248,"Maisonette for sale, 3 bedrooms, Soovõha tee 2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 174.4 m²",https://www.kv.ee/muua-paarismaja-boks-pirital-mannimetsa-laheduses-3357453.html,"59.4856749,24.8580144",515000.0,4.0,3.0,174.4 m²,2.0,2014.0,all brand-new,apartment ownership,1293 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , kitchen, open kitchen, parquet, dressing room, ventilation, parking free parking, box-room, wall cupboard, separate rooms, separate entryway, organisation through the few floors, new electricity, high ceilings, closed courtyard, public transport, electricity, roof tar paper roof","toilet room and bathroom separate, bath, sauna, shower, urban water","gas heating, gas, fireplace","Internet, cable TV, fenced with garden, neighbourhood watch, security system, steel door",ceramic shove,,,,,near forest,,,,1275.0
249,"Row house box for sale, 4 bedrooms, Liiva tee 28, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383725.html,"59.3729926,24.8096923",244900.0,5.0,4.0,118 m²,2.0,2023.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,,48.0
250,"Row house box for sale, Lehise tee 37, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, total area 78.9 m²",https://www.kv.ee/muuki-tulid-uued-energiasaastlikud-ridaelamuboksid-3381406.html,"58.3261761,26.8060709",143900.0,3.0,,78.9 m²,,2022.0,all brand-new,apartment ownership,,,,terrace,"urban water, sewerage",õhksoojuspump,,,29101:001:1062,-,,,,2/2,,,23.0
251,"Maisonette for sale, Vana-Mustamäe 15, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 138.2 m²",https://www.kv.ee/tule-raja-endale-kodu-korgelt-hinnatud-nomme-glehn-3271759.html,"59.387806105019,24.676602718684",85000.0,6.0,,138.2 m²,2.0,,,joint ownership,488 m²,Data from realestate book,,"electricity, 3*380V, parking free parking, separate entryway","sewerage, urban water","electric heating, stove heating",neighbourhood watch,,78404:401:7830,Missing,,,roads paved roads,,,,2008.0
252,"Maisonette for sale, 2 bedrooms, Palupera tee 4, Otepää linn, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, log house, total area 117.4 m²",https://www.kv.ee/muua-palupera-tee-alguses-asuv-heas-korras-majaosa-3331366.html,"58.0608057,26.4944315",75000.0,3.0,2.0,117.4 m²,2.0,,Good condition,private property,1320 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, wall cupboard, TV-set, electricity, furnishing possibility, packet windows, public transport, farm building, well, box-room","shower, water boiler, urban water, sewerage, washing machine",geothermic heating,"Internet, cable TV, steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,Missing,ready,,"surrounding buildings private houses, in the city location, roads in good condition roads, neighbours around neighbours",,30 € /  180 €,,409.0
253,"Row house box for sale, 3 bedrooms, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.2 m², total area 114.5 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380830.html,"58.3255379345932,26.7937802066984",184000.0,4.0,3.0,114.5 m²,2.0,2022.0,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,,26.0
254,"Maisonette for sale, 2 bedrooms, Liblika 12, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 60 m², total area 60 m²",https://www.kv.ee/ridaelamuboksi-mitteametlik-pindala-on-35-m3-iga-k-3382117.html,"59.423422468431,24.718413825795",199000.0,3.0,2.0,60 m²,,1964.0,Good condition,apartment ownership,221 m²,,Notify about incorrect advertisement,"public transport, farm building, box-room, basement, electricity, terrace, packet windows, parquet, garage, roof profiled roof",,"õhksoojuspump, heated floors, electric heating, conditioner","Internet, cable TV, fenced with garden, video cameras, neighbourhood watch, steel door, security system",,78401:101:2392,,,,"roads in good condition roads, neighbours next to neighbours, surrounding buildings private houses",,,,4012.0
255,"Maisonette for sale, 3 bedrooms, Sõrve, Harku vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, house area 87.6 m², total area 87.6 m²",https://www.kv.ee/majaosa-koos-sinna-juurde-kuuluva-maaga-ajaloolise-3356778.html,"59.4216388,24.4794026",82000.0,4.0,3.0,87.6 m²,,1917.0,sanitary renovation needed,joint ownership,,Data from realestate book,Notify about incorrect advertisement,,,,,,,-,ready,992902.0,,1/1,,"farm building, well, electricity, garage",4.0
256,"Maisonette for sale, 3 bedrooms, Laane tee 9, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Wooden house, total area 128 m²",https://www.kv.ee/maja-muuakse-quotvotmed-kattequot-paketina-seataks-3386527.html,"58.3280532,26.7951746",175000.0,4.0,3.0,128 m²,,2022.0,all brand-new,,1704 m²,,Notify about incorrect advertisement,"terrace, electricity, packet windows, parquet","sauna, shower, urban water, sewerage",,,,18501:001:0425,,,3871004.0,,,,,26.0
257,"Maisonette for sale, 3 bedrooms, Toomhansu 6, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381589.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3184 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
258,"Maisonette for sale, 3 bedrooms, Metsarahva tee 19, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Stone house, total area 116.6 m²",https://www.kv.ee/kasutusluba-on-olemas-muua-sisustatud-rodu-terrass-3382681.html,"59.495317,24.9011961",249000.0,4.0,3.0,116.6 m²,2.0,,,,,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , kitchen, open kitchen, public transport, box-room, wall cupboard, separate rooms, new electricity, closed courtyard, electricity, furniture, parquet, dressing room","shower, sauna, toilet room and bathroom separate, bath","heated floors, fireplace","Internet, fenced with garden, steel door",electric stove,,Missing,,,near forest,,,,228.0
259,"Maisonette for sale, 3 bedrooms, Käokella tee 1A/5, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 129.7 m²",https://www.kv.ee/broneeritud-suureparane-asukoht-noortele-ja-noorte-3381721.html,"59.386486436866,24.805804153967",309990.0,4.0,3.0,129.7 m²,2.0,2018.0,,apartment ownership,23090 m²,,,"kitchen, open kitchen, wall cupboard, separate rooms, separate entryway, organisation through the few floors, new electricity, closed courtyard, public transport, electricity, parquet, ventilation","toilet room and bathroom separate, sauna, shower, bath, urban water","heated floors, gas heating, gas","Internet, cable TV, fenced with garden, neighbourhood watch, steel door","electric stove, refridgerator",,B,,,,,,,343.0
260,"Row house box for sale, 3 bedrooms, Pirnipuu pst 109/1, Maardu, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 119.9 m²",https://www.kv.ee/muua-ridaelamuboks-aadressil-pirnipuu-puiestee-109-3301772.html,"59.4696119,24.9612249",240000.0,4.0,3.0,119.9 m²,2.0,2022.0,all brand-new,apartment ownership,1000 m²,,Notify about incorrect advertisement,"new sewerage, balcony , open kitchen, parking free parking, box-room, separate rooms, new electricity, public transport, electricity, 3*380V, parquet, ventilation, roof tar paper roof","shower, sauna, toilet room and bathroom separate, water boiler, urban water","heated floors, õhksoojuspump, fireplace","Internet, cable TV, fenced with garden, neighbourhood watch, steel door",,,,,,,,,,156.0
261,"Maisonette for sale, Maakivi, Veeriku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 176.5 m²",https://www.kv.ee/suureparaste-lahendustega-kaunis-ja-hubane-kodu-pr-3390352.html,"58.3580497,26.6636231",239900.0,5.0,,176.5 m²,2.0,2006.0,,apartment ownership,1725 m²,,,"parking free parking, wall cupboard, terrace, 3*380V, packet windows, parquet, box-room","bath, sauna, shower, urban water, sewerage","central heating, heated floors, solid fuel, combined heating, fireplace","neighbourhood watch, video cameras, fenced with garden, security system","ceramic shove, refridgerator, kitchen furniture",,-,ready,,"surrounding buildings private houses, roads in good condition roads",,,,39.0
262,"Row house box for sale, 4 bedrooms, Seedri tee 33, Karla, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 105.1 m², total area 178 m²",https://www.kv.ee/labimoeldud-planeeringuga-benergiaklassi-ridaelamu-3329231.html,"59.3661962,24.9199803",265000.0,5.0,4.0,178 m²,2.0,2022.0,all brand-new,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, dressing room, 3*380V, packet windows, parquet, public transport, box-room, terrace, electricity","sauna, toilet room and bathroom separate, shower, bath, urban water, sewerage","õhksoojuspump, heated floors","Internet, phone, cable TV, neighbourhood watch, steel door",,,B,ready,,"roads in good condition roads, location in the center location",,,,88.0
263,"Maisonette for sale, 3 bedrooms, Laane tee 1, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 155 m²",https://www.kv.ee/muua-2022-aasta-suve-alguses-valmiv-paarismaja-bok-3380266.html,"58.32739,26.7938807",194000.0,4.0,3.0,155 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 8.5 m², box-room, terrace, electricity, packet windows, parquet, parking free parking","shower, sauna, sewerage, urban water",geothermic heating,,,,A,ready,,"roads in good condition roads, Kurepalu lake 1,000 m",,,,26.0
264,"Maisonette for sale, 3 bedrooms, Iirise 10, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 99.6 m²",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3391563.html,"58.355837965126,26.765232540137",189000.0,4.0,3.0,99.6 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, open kitchen, electricity, parquet, dressing room, ventilation, farm building, box-room, separate rooms, separate entryway, new electricity, public transport, parking free parking, roof tar paper roof","toilet room and bathroom separate, sauna, shower, urban water","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0984,,,,near forest,,,,44.0
265,"Maisonette for sale, 4 bedrooms, Sinika tee 4 2, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 140.7 m²",https://www.kv.ee/muua-veebruar-2022-aastal-valmiv-aenergiaklassiga-3340906.html,"59.382143,24.797972",370000.0,5.0,4.0,140.7 m²,2.0,2022.0,all brand-new,apartment ownership,1055 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , parking free parking, water, separate entryway, public transport, new electricity, organisation through the few floors, garage, electricity, parquet, roof tar paper roof","sauna, shower, sewerage, urban water","heated floors, gas heating, fireplace, gas",fenced with garden,,,,,,location in suburb location,,,,18.0
266,"Maisonette for sale, 4 bedrooms, Lõuendi 1-2, Ihaste, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 157.4 m²,https://www.kv.ee/maja-valmib-hiljemalt-august-2022a-voimalus-siseku-3392169.html,"58.358974,26.793771",329000.0,5.0,4.0,157.4 m²,2.0,2022.0,all brand-new,,1467 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,,253.0
267,"Row house box for sale, 4 bedrooms, Vanatoa tee 11, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 100.7 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3386453.html,"59.441433,24.899824",285000.0,5.0,4.0,100.7 m²,2.0,2022.0,all brand-new,apartment ownership,1110 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, water","sewerage, urban water",,cable TV,,,,,,,,,,451.0
268,"Row house box for sale, 3 bedrooms, Saarekese tn 12, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 121.5 m²",https://www.kv.ee/muua-2022-aastal-valmiv-vaga-hea-asukohaga-ridaela-3387939.html,"58.3547856,26.6580805",215000.0,4.0,3.0,121.5 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, dressing room, packet windows, parquet, parking free parking","bath, shower, sauna, urban water, sewerage",geothermic heating,,,28301:001:0395,,,,,,,,39.0
269,"Row house box for sale, 3 bedrooms, Uugla, Lääne-Nigula vald, Läänemaa - Real estate portal KV.EE ","Stone house, total area 63 m²",https://www.kv.ee/4-12-2021-kell-12001400-ootan-koiki-huvilisi-klien-3373587.html,"58.9957377,23.7693684",20000.0,4.0,3.0,63 m²,2.0,1966.0,needs renovating,,12481 m²,Data from realestate book,Notify about incorrect advertisement,"basement, parking free parking",local water,stove heating,neighbourhood watch,,,,ready,,"location outside settlement location, roads in good condition roads",,,,4.0
270,"Maisonette for sale, 3 bedrooms, Toomkivi 21, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381587.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3221 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
271,"Row house box for sale, 3 bedrooms, Kesa tee 19, Limu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 117.1 m², total area 128.7 m²",https://www.kv.ee/hea-voimalus-kolida-elama-linna-lahedale-maale-muu-3392247.html,"59.3486821,24.9666786",375000.0,4.0,3.0,128.7 m²,2.0,2020.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"parking free parking, electricity, dressing room, furnishing possibility, packet windows, parquet, box-room, terrace","sauna, shower, bath, washing machine",heated floors,"video cameras, fenced with garden, security system","electric stove, refridgerator, kitchen furniture",,,ready,,"near forest, surrounding buildings private houses, roads in good condition roads",,,,16.0
272,"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 98.4 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375108.html,"58.355921,26.766155",189000.0,4.0,3.0,98.4 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,,44.0
273,"Row house box for sale, 3 bedrooms, Aaslina tn 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 113.9 m², total area 138.5 m²",https://www.kv.ee/korteriomand-kivimaja-luccarannal-on-oma-kindel-su-3332597.html,"59.4257137,24.6457945",304900.0,4.0,3.0,138.5 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,,1353.0
274,"Maisonette for sale, 3 bedrooms, Niine, Kurevere, Märjamaa vald, Raplamaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 89.3 m²",https://www.kv.ee/rahulikus-ja-rohelises-kurevere-kulas-muuakse-pool-3389463.html,"58.7405728,24.3815127",22500.0,4.0,3.0,89.3 m²,,1979.0,needs renovating,apartment ownership,,,Notify about incorrect advertisement,"street entrance, separate rooms, electricity, box-room, farm building, roof tin roof","water boiler, shower, local water",electric heating,,,88402:001:0341,,,,near forest,1/2,,,4.0
275,"Row house box for sale, 3 bedrooms, Saarekese tn 12, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 121.5 m²",https://www.kv.ee/muua-2022-aastal-valmiv-vaga-hea-asukohaga-ridaela-3387947.html,"58.3547856,26.6580805",205000.0,4.0,3.0,121.5 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, dressing room, packet windows, parquet, parking free parking","bath, shower, sauna, urban water, sewerage",geothermic heating,,,28301:001:0395,,,,,,,,39.0
276,"Maisonette for sale, 4 bedrooms, Ristiku 31, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 129 m²",https://www.kv.ee/uuenduskolmapaeval-24-novembril-toimus-2-korruse-l-3393425.html,"58.3493122,26.7093069",323000.0,5.0,4.0,129 m²,2.0,2022.0,all brand-new,apartment ownership,1146 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , parking free parking, box-room",,õhksoojuspump,,kitchen 7.3 m²,,,,,,,,,3698.0
277,"Row house box for sale, Vikerkaare, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, stone house, total area 181.6 m²",https://www.kv.ee/privileeg-on-nautida-linnaaarset-elukvaliteeti-oma-3359699.html,"58.3716423,25.5738492",185000.0,5.0,,181.6 m²,3.0,2005.0,renovated,private property,255 m²,,Notify about incorrect advertisement,"balcony , kitchen, separate rooms, garage, parquet, roof tiled roof","shower, water boiler, bath, sauna, urban water","solid fuel, conditioner",,ceramic shove,89701:001:0140,,,,near forest,,,,2794.0
278,"Maisonette for sale, 3 bedrooms, Laane tee 15, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 153.2 m²",https://www.kv.ee/muua-2022-aasta-maikuu-lopus-valmiv-paarismaja-bok-3381714.html,"58.3288907,26.794421",189000.0,4.0,3.0,153.2 m²,,2022.0,all brand-new,private property,850 m²,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, parquet, parking free parking, box-room","shower, toilet room and bathroom separate, sauna, urban water, sewerage","heated floors, combined heating",Internet,,,B,,,"roads in good condition roads, Kurepalu lake 1,000 m",1/1,,,26.0
279,"Maisonette for sale, 3 bedrooms, Saarekese 8-1, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ",Total area 105.2 m²,https://www.kv.ee/kas-sinul-on-soov-elada-linna-lahedal-looduse-kesk-3331839.html,"58.3537892,26.6514438",202000.0,,3.0,105.2 m²,2.0,2021.0,all brand-new,,,,,,,,,,28301:001:0398,A,ready,,,,,,39.0
