Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information
"Row house box for sale, 3 bedrooms, Kauri tee 8/2, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 129 m²",https://www.kv.ee/broneeritud-saue-vallas-veskimoldre-elurajoonis-ka-3387920.html,"59.362790333927,24.58763019259",289000,4,3,129 m²,2,2007,renovated,apartment ownership,650 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , kitchen, open kitchen, furniture, parquet, dressing room, garage, box-room, separate rooms, separate entryway, organisation through the few floors, new electricity, closed courtyard, public transport, electricity, furnishing possibility, roof tar paper roof","toilet room and bathroom separate, water boiler, sauna, shower, urban water","gas heating, gas","Internet, fenced with garden, neighbourhood watch, steel door","ceramic shove, refridgerator",,,,,,,,
"Maisonette for sale, 3 bedrooms, Laane tee 15, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 153.2 m²",https://www.kv.ee/muua-2022-aasta-maikuu-lopus-valmiv-paarismaja-bok-3381640.html,"58.3288907,26.794421",189000,4,3,153.2 m²,,2022,all brand-new,private property,850 m²,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, parquet, parking free parking, box-room","shower, toilet room and bathroom separate, sauna, urban water, sewerage","heated floors, combined heating",Internet,,,B,,,"roads in good condition roads, Kurepalu lake 1,000 m",1/1,,
"Row house box for sale, 3 bedrooms, Juure tee 3/2, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 96.7 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356842.html,"59.424509,24.5823487",237000,4,3,96.7 m²,2,2022,all brand-new,apartment ownership,41.3 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,
"Maisonette for sale, 4 bedrooms, A. Adamsoni tn 31, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Log house, total area 112.7 m²",https://www.kv.ee/muugile-on-tulnud-tallinna-kesklinnas-usna-harulda-3223319.html,"59.432139544032,24.724524301852",149000,5,4,112.7 m²,2,,needs renovating,,,Data from realestate book,,"public transport, separate entryway, organisation through the few floors, electricity, frontdoor locked, roof asbestos cement roof",urban water,,,,78401:108:0049,Missing,,,,,,
"Maisonette for sale, 3 bedrooms, Metssea tee 11, Uuesalu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, house area 130 m², total area 153 m²",https://www.kv.ee/muugile-on-tulnud-uks-vaga-eriline-majaosa-korghal-3357034.html,"59.3594649,24.818931",399000,4,3,153 m²,2,2021,all brand-new,apartment ownership,1700 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, packet windows, parquet, garage","shower, bath, sauna, toilet room and bathroom separate, urban water, sewerage, washing machine","gas heating, heated floors, gas","Internet, cable TV, steel door, neighbourhood watch, fenced with garden, security system",,,B,,,lähedal lake,,,
"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 111.9 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3377207.html,"58.407848,26.7456725",189900,4,3,111.9 m²,2,2022,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, ventilation, new electricity, parking free parking, closed courtyard, public transport, electricity, parquet, dressing room, box-room, separate rooms, street entrance, separate entryway, organisation through the few floors","sauna, shower, bath, toilet room and bathroom separate, urban water","heated floors, geothermic heating","Internet, steel door, fenced with garden",kitchen 8.8 m²,,A,,,near forest,,,
"Maisonette for sale, 3 bedrooms, Toomkivi 10, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381582.html,"59.3097965,24.8367254",286500,5,3,120 m²,,2022,all brand-new,apartment ownership,3202 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 3 bedrooms, Kesk-Vaela 29, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 93.6 m², total area 105.6 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384160.html,"59.3268498,24.7988004",245000,4,3,105.6 m²,1,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0264,,,,,,,
"Maisonette for sale, 3 bedrooms, Tihase, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 115.7 m²",https://www.kv.ee/muugile-tulnud-ridaelamuboks-korgelthinnatud-tamme-3393597.html,"58.355758,26.6994216",149000,4,3,115.7 m²,3,1983,,private property,224 m²,Data from realestate book,,"water, parquet, furnishing possibility, electricity, parking free parking, basement, public transport, organisation through the few floors, separate entryway, closed courtyard, separate rooms","toilet room and bathroom separate, shower, water boiler, bath, washing machine","gas heating, gas",,"refridgerator, kitchen furniture",,,,,,,,
"Maisonette for sale, 4 bedrooms, Hundi tee 11/1, Haabneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Stone house, total area 131.7 m²",https://www.kv.ee/muua-ridaelamu-boks-viimsi-sudames-haabneeme-alevi-3390223.html,"59.5189309,24.8281231",390500,5,4,131.7 m²,2,2016,Good condition,,6687 m²,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, dressing room, furnishing possibility, furniture, parking free parking, box-room, wall cupboard, TV-set","bath, shower, toilet room and bathroom separate, sewerage, washing machine",gas heating,"Internet, fenced with garden","electric stove, refridgerator, kitchen furniture",,,ready,,"water body sea 1,000 m",,,
"Maisonette for sale, 3 bedrooms, Ratsu tee 7, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, house area 127.1 m², total area 200 m²",https://www.kv.ee/muugiks-pakutav-majaosa-paikneb-teisel-korrusel-on-3372406.html,"58.3662746,26.8450823",140000,4,3,200 m²,,2007,Good condition,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 5.1 m², parking free parking, electricity, dressing room, 3*380V, furnishing possibility, furniture, packet windows, parquet, public transport, farm building, box-room, terrace","sauna, toilet room and bathroom separate, water boiler, shower, urban water, sewerage","electric heating, õhksoojuspump, conditioner, combined heating","security system, fenced with garden, neighbourhood watch, steel door","electric stove, kitchen furniture",,,ready,,"location in suburb location, surrounding buildings private houses, roads paved roads",2/2,,
"Maisonette for sale, 3 bedrooms, Tähepaju tee 7, Oru, Kose vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 80.9 m²",https://www.kv.ee/avar-valguskullane-madalate-kuttekuludega-lounapai-3393542.html,"59.1959799,24.9875104",150000,4,3,80.9 m²,2,2009,,apartment ownership,603.8 m²,,Notify about incorrect advertisement,"kitchen, open kitchen, electricity, parquet, dressing room, box-room, separate rooms, separate entryway, public transport, farm building, roof tar paper roof","toilet room and bathroom separate, shower, urban water","õhksoojuspump, conditioner",steel door,"electric stove, refridgerator",33701:001:0423,,,,near forest,,,
"Maisonette for sale, 3 bedrooms, Kajaka 29, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 173.3 m²",https://www.kv.ee/muua-korgelt-hinnatud-kristiine-aedlinnakus-majaos-3386272.html,"59.4085202,24.7171849",184000,5,3,173.3 m²,2,1955,,joint ownership,607 m²,,,,,,,,,Missing,,,,,,
"Maisonette for sale, 3 bedrooms, Toomhansu 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381569.html,"59.3097965,24.8367254",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3251 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 4 bedrooms, Tohvre tee 1, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 116 m², total area 139 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383744.html,"59.3776395,24.7996733",289900,5,4,139 m²,2,2023,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,
"Maisonette for sale, 4 bedrooms, Kitse tee 1, Uuesalu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 140.1 m²",https://www.kv.ee/muua-4-magamistoaga-majaosa-uuesalu-kulas-vaga-pri-3383715.html,"59.361774,24.8140111",303000,5,4,140.1 m²,2,2007,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, public transport, box-room, wall cupboard, terrace, electricity, parquet, wall wooden wall, roof tin roof","bath, sauna, shower, urban water, sewerage","heated floors, gas heating","Internet, cable TV, fenced with garden, neighbourhood watch","ceramic shove, refridgerator, kitchen furniture",,A,ready,,"near forest, surrounding buildings private houses, neighbours around neighbours, Liiva järv lake 300 m, roads in good condition roads",,,
"Row house box for sale, 3 bedrooms, Iirise tn 12, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 100.1 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3391382.html,"58.356255,26.766489",177900,4,3,100.1 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0984,,,,,,,
"Row house box for sale, 3 bedrooms, Side 10A, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 155.9 m²",https://www.kv.ee/tutvumispaev-eelreg-kolmapaeval-kell-1330-avar-rid-3124000.html,"58.3771505,24.5138834",195000,4,3,155.9 m²,2,,ready,apartment ownership,1455 m²,,,,"water boiler, toilet room and bathroom separate, shower, washing machine, sewerage, urban water","electric heating, fireplace, fireplace","Internet, phone, cable TV, steel door","electric stove, kitchen furniture",62512:027:2640,,,,"location in the center location, water body sea near, surrounding buildings private houses",,,"balcony , TV-set, water, street entrance, high ceilings, organisation through the few floors, separate entryway, separate rooms, garage, electricity, dressing room, basement, parquet, roof tar paper roof"
"Row house box for sale, 3 bedrooms, Vanatoa tee 9, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 90.5 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3362864.html,"59.295843,24.848936",259000,4,3,90.5 m²,,2022,all brand-new,apartment ownership,1543 m²,Data from realestate book,Notify about incorrect advertisement,"water, ventilation","toilet room and bathroom separate, sewerage, urban water",geothermic heating,"Internet, cable TV",,,,,,,1/1,,
"Row house box for sale, 2 bedrooms, Vanatoa tee 9, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 68.2 m²",https://www.kv.ee/rabarebase-aedlinn-on-terviklik-elukeskkond-kuhu-o-3362747.html,"59.295843,24.848936",179000,3,2,68.2 m²,,2022,all brand-new,apartment ownership,234 m²,,Notify about incorrect advertisement,"open kitchen, box-room, water, ventilation, roof tar paper roof","urban water, sewerage",geothermic heating,"neighbourhood watch, steel door",electric stove,30501:001:0165,,,,,,,
"Row house box for sale, Nõlva tee 4a/2, Uhti, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 114.3 m²",https://www.kv.ee/kui-soovid-elada-linna-lahedal-kuid-samas-looduse-3376574.html,"58.286651033212,26.718468686555",187900,5,,114.3 m²,,2022,all brand-new,apartment ownership,6713 m²,,Notify about incorrect advertisement,"balcony , balcony 15.2 m², open kitchen, parquet, box-room, terrace, separate entryway","shower, sauna, sewerage, urban water",central heating,,,94901:009:0517,,,,roads paved roads,1/2,,
"Row house box for sale, 4 bedrooms, Tiigi, Saku, Saku vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 124 m²",https://www.kv.ee/majaosamuua-kasutusloaga-korralik-ja-hea-planeerin-3365499.html,"59.2948308,24.6599293",275000,5,4,124 m²,2,2004,,joint ownership,810 m²,,,"kitchen, open kitchen, public transport, parking free parking, box-room, wall cupboard, street entrance, separate rooms, separate entryway, closed courtyard, electricity, 3*380V, dressing room, roof profiled roof","shower, sauna, toilet room and bathroom separate, water boiler, bath, urban water",heated floors,"Internet, cable TV, fenced with garden, neighbourhood watch, steel door","ceramic shove, kitchen 14 m²",,Missing,,,,,,
"Row house box for sale, 3 bedrooms, Saarekese tn 12, Märja, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 121.5 m²",https://www.kv.ee/muua-2022-aastal-valmiv-vaga-hea-asukohaga-ridaela-3391118.html,"58.3547856,26.6580805",215000,4,3,121.5 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, dressing room, packet windows, parquet, parking free parking","bath, shower, sauna, urban water, sewerage",geothermic heating,,,28301:001:0395,,,,,,,
"Row house box for sale, 4 bedrooms, Vikerkaare tee 7, Viimsi, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 144.3 m²",https://www.kv.ee/muua-uued-ridamajad-viimsi-alevikus-vikerkaare-tan-3386938.html,"59.5065597,24.8477704",330000,5,4,144.3 m²,2,2022,all brand-new,apartment ownership,2360 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , open kitchen, parking free parking, public transport, farm building, electricity, parquet, ventilation, box-room, wall cupboard, street entrance, separate rooms, roof tar paper roof","sauna, shower, toilet room and bathroom separate, water boiler, urban water","heated floors, õhksoojuspump, fireplace, fireplace","cable TV, steel door, neighbourhood watch, fenced with garden","electric stove, kitchen 10.7 m²",,,,,,,,
"Maisonette for sale, 4 bedrooms, Uus tn 17, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Wooden house, total area 89 m²",https://www.kv.ee/maja1889-aastal-ehitatud-ja-2016-aastal-taielikult-3314951.html,"58.9439619,23.5414427",145000,5,4,89 m²,2,1889,Good condition,,439 m²,Data from realestate book,Notify about incorrect advertisement,,"shower, water boiler, urban water, sewerage, washing machine","stove heating, electric heating, fireplace","Internet, phone, fenced with garden","refridgerator, kitchen furniture",,Missing,ready,,"in the city location, roads in good condition roads, neighbours around neighbours, surrounding buildings private houses",,,"parking free parking, terrace, electricity, furnishing possibility, packet windows, farm building, box-room"
"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 111.9 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3376600.html,"58.407848,26.7456725",189900,4,3,111.9 m²,2,2021,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, public transport, electricity, parquet, dressing room, ventilation, parking free parking, box-room, street entrance, separate rooms, separate entryway, organisation through the few floors, new electricity","toilet room and bathroom separate, bath, shower, sauna, urban water","heated floors, geothermic heating","Internet, fenced with garden, steel door",,,A,,,,,,
"Maisonette for sale, 3 bedrooms, Toomhansu 4, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381568.html,"59.3881634,24.7188491",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3219 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Maisonette for sale, 3 bedrooms, Laane tee 12, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 180.7 m²",https://www.kv.ee/muua-2022-aasta-kevadel-valmiv-paarismaja-boks-loo-3388773.html,"58.3279922,26.7940218",199000,4,3,180.7 m²,1,2022,all brand-new,apartment ownership,1044 m²,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, dressing room, packet windows, parquet, parking free parking","sauna, shower, urban water, sewerage",combined heating,,,,A,,,"roads in good condition roads, Kurepalu lake",,,
"Maisonette for sale, 3 bedrooms, Iirise 10, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Stone house, total area 97 m²",https://www.kv.ee/uutes-ihaste-ridaelamutes-on-uhendatud-koik-kaasae-3379927.html,"58.356085631482,26.765490032202",189000,4,3,97 m²,2,2022,all brand-new,,,Data from realestate book,,"open kitchen, separate entryway, parking free parking, public transport, organisation through the few floors, box-room, separate rooms","sauna, shower",geothermic heating,,ceramic shove,,A,,,near forest,,,
"Maisonette for sale, 3 bedrooms, Kastani tn 5, Kose, Kose vald, Harjumaa - Real estate portal KV.EE ","Wooden house, house area 93.6 m², total area 97 m²",https://www.kv.ee/majaosa-on-uhekorruseline-kus-asub-valguskullane-j-3387666.html,,,4,3,97 m²,,2021,all brand-new,,1739 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, public transport, box-room, terrace, electricity, packet windows, parquet, wall wooden wall, roof tiled roof","water boiler, shower, bath, sewerage, urban water, local water","õhksoojuspump, heated floors, central heating",,,,B,ready,,"near forest, surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours at one side neighbours",1/1,,
"Row house box for sale, 3 bedrooms, Kanarbiku 4, Soinaste, Kambja vald, Tartumaa - Real estate portal KV.EE ",Total area 124.8 m²,https://www.kv.ee/ridaelamul-on-suur-aiaga-piiratud-kinnistu-5785-m2-3350217.html,"58.3397784,26.7179688",195000,4,3,124.8 m²,2,2016,all brand-new,,,,,"box-room, public transport, terrace, packet windows","shower, sauna, sewerage, urban water","heated floors, gas heating, gas","Internet, cable TV, fenced with garden, steel door","induktsioon pliit, refridgerator, kitchen furniture",,-,ready,,"neighbours around neighbours, location in suburb location, roads in good condition roads",,,
"Maisonette for sale, Sireli 2, Näpi, Rakvere vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, panel house, total area 178 m²",https://www.kv.ee/tule-ja-soetada-omale-monus-kodu-rakvere-lahedases-3382086.html,"59.3637554,26.4161609",119990,5,,178 m²,3,1990,,private property,474 m²,,,"balcony , kitchen, garage, 3*380V","bath, water boiler, sauna, shower, urban water","stove heating, solid fuel, fireplace",Internet,stove heated with firewood,77003:001:0550,Missing,,,,,,
"Row house box for sale, 3 bedrooms, Hansu 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 147.5 m²",https://www.kv.ee/pakkumisel-viimane-ridaelamuboks-del-mar-residence-3384677.html,"59.434345102142,24.551863761278",399000,4,3,147.5 m²,2,2021,all brand-new,apartment ownership,706.5 m²,,Notify about incorrect advertisement,"open kitchen, 3*380V, parquet, ventilation, parking free parking, separate entryway, public transport, farm building, electricity, frontdoor locked","toilet room and bathroom separate, bath, sauna, urban water",central heating,"Internet, fenced with garden, steel door",,,,,,"near forest, water body sea near",,,
"Row house box for sale, 3 bedrooms, Kaare tee 9, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 123.9 m²",https://www.kv.ee/muua-uus-ridamaja-boks-ainulaadses-asukohas-jarvek-3387837.html,"59.3909128,24.796628",439000,4,3,123.9 m²,2,2021,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, terrace, electricity, parquet","shower, sauna, bath, urban water, sewerage",heated floors,security system,,,A,ready,11913202,"Ülemiste lake , near forest, surrounding buildings private houses and apartment buildings, location in the center location",,,
"Maisonette for sale, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",House area 102 m²,https://www.kv.ee/vaga-kena-ja-korras-maja-5-tuba-kook-porandakutteg-3379886.html,"58.3638578,26.707219",193999,5,,,,,Good condition,,1000 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, electricity, dressing room, furnishing possibility, furniture, packet windows, parquet, public transport, farm building, box-room, wall cupboard, basement, TV-set, terrace","sauna, shower, water boiler, urban water, sewerage, washing machine","õhksoojuspump, heated floors, stove heating, fireplace","Internet, neighbourhood watch, video cameras, fenced with garden","induktsioon pliit, refridgerator, kitchen furniture",,-,ready,,"roads in good condition roads, surrounding buildings private houses, in the city location",,,
"Row house box for sale, Nõlva tee 4a/2, Uhti, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 114.3 m²",https://www.kv.ee/kui-soovid-elada-linna-lahedal-kuid-samas-looduse-3376536.html,"58.286651033212,26.718468686555",187900,5,,114.3 m²,,2022,all brand-new,apartment ownership,6713 m²,,Notify about incorrect advertisement,"balcony 15.2 m², balcony , open kitchen, parquet, terrace, separate entryway, box-room","shower, sauna, urban water, sewerage",central heating,,,94901:009:0517,,,,roads paved roads,1/2,,
"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 112 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3377192.html,"58.407848,26.7456725",189900,4,3,112 m²,2,2022,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, ventilation, new electricity, parking free parking, closed courtyard, public transport, electricity, parquet, dressing room, box-room, separate rooms, street entrance, separate entryway, organisation through the few floors","sauna, shower, bath, toilet room and bathroom separate, urban water","heated floors, geothermic heating","Internet, steel door, fenced with garden",kitchen 8.9 m²,,A,,,near forest,,,
"Maisonette for sale, 3 bedrooms, Sinitiiva 23, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, total area 118.6 m²",https://www.kv.ee/muua-paarismaja-pirital-botaanikaaia-ja-teletorni-3387663.html,"59.4744789,24.8871215",295000,4,3,118.6 m²,2,2005,,,652 m²,Data from realestate book,,balcony,,,,,,Missing,,,,,,
"Maisonette for sale, 3 bedrooms, Toomkivi 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381573.html,"59.3097965,24.8367254",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3220 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 4 bedrooms, Vanatoa tee 11, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 107.6 m²",https://www.kv.ee/rabarebase-aedlinn-on-terviklik-elukeskkond-kuhu-o-1680632.html,,,5,4,107.6 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, water, ventilation, box-room, street entrance, roof tar paper roof","shower, toilet room and bathroom separate, sewerage, urban water","heated floors, heated floors, geothermic heating",steel door,electric stove,30501:001:0162,,,,,,,
"Row house box for sale, 3 bedrooms, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.2 m², total area 114.5 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380840.html,"58.325968222182,26.7942746911497",174000,4,3,114.5 m²,2,2022,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,
"Maisonette for sale, 3 bedrooms, Pargi tee, Haaslava, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.1 m²",https://www.kv.ee/muua-2022-a-suvel-valmivad-ridaelamuboksid-arteesi-3381138.html,"58.3273984,26.7923177",190000,4,3,133.1 m²,2,2021,all brand-new,apartment ownership,,,,"balcony , open kitchen, water, organisation through the few floors, separate rooms, electricity, dressing room, parquet","toilet room and bathroom separate, bath, shower, sauna, urban water","heated floors, gas heating, gas",steel door,,,B,,,"water body lake near, surrounding buildings private houses",,,
"Maisonette for sale, Räni põik 12, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 51.4 m²,https://www.kv.ee/muua-maja-esimene-korrus-tammelinna-tupiktanavas-u-3350203.html,"58.3642191,26.7100281",87000,3,,51.4 m²,,1977,,,597 m²,,,,,gas heating,,,79504:042:0003,Missing,,121703,,1/2,,garage
"Maisonette for sale, 3 bedrooms, Tetra 1, Muraste, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 178 m²",https://www.kv.ee/muua-hea-planeeringuga-rahulikus-ilusas-ja-korgelt-3233209.html,"59.4635467,24.454548",295000,4,3,178 m²,2,2006,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"garage, furniture, packet windows, parquet, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, furnishing possibility, roof tar paper roof","sauna, bath, shower, toilet room and bathroom separate, water boiler, urban water, sewerage, washing machine","heated floors, fireplace","Internet, phone, cable TV, steel door, video cameras, fenced with garden","electric stove, refridgerator, kitchen furniture",,-,ready,,"water body sea 500 m, surrounding buildings private houses, location outside settlement location, roads in good condition roads, neighbours at one side neighbours",,,
"Maisonette for sale, 4 bedrooms, Kivinuki tee 2, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 158.9 m²",https://www.kv.ee/2019-aastal-renoveeeritud-eramaja-voiamalustega-pa-3379250.html,"59.3866321,24.8489402",360000,5,4,158.9 m²,2,2006,renovated,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furniture, packet windows, parquet, public transport, wall cupboard, TV-set, terrace, electricity, furnishing possibility, wall flagstone wall","sauna, bath, shower, urban water, sewerage","gas heating, gas, fireplace","neighbourhood watch, fenced with garden","induktsioon pliit, refridgerator, kitchen furniture",,-,ready,8989802,,,,
"Maisonette for sale, 4 bedrooms, Kiipsu tee 5, Kasemetsa, Saku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 151.9 m², total area 159.5 m²",https://www.kv.ee/muua-kvaliteetne-energiatohus-eriline-paarismaja-s-3350691.html,"59.2799412,24.6694508",289000,5,4,159.5 m²,1,2021,all brand-new,private property,,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, 3*380V, packet windows, parquet, parking free parking, public transport, deep well, box-room","shower, water boiler, toilet room and bathroom separate, sauna","heated floors, geothermic heating",,,,A,ready,,"surrounding buildings private houses, neighbours farther neighbours, near forest",,,
